protein	acc	hit	species	domain	phylum	category	length	score	align_length	num_prots	prot_ids	protein_locs
AEH06470.1	GCA_000179575.2_ASM17957v2	Methanothermococcus okinawensis IH1	Archaea	Euryarchaeota	COG0085	MAIN	611	696.2	1042	2	AEH06471.1;AEH06470.1	298.5;825.5
AEH06471.1	GCA_000179575.2_ASM17957v2	Methanothermococcus okinawensis IH1	Archaea	Euryarchaeota	COG0085	SECO	505	341.5	443	1	1	1
ADC73907.1	GCA_000025585.1_ASM2558v1	Dehalococcoides mccartyi GT	Bacteria	Terrabacteria group	COG0085	PRIMARY	1273	2001.5	1094	1	ADC73907.1	612.0
ADD28466.1	GCA_000024425.1_ASM2442v1	Meiothermus ruber DSM 1279	Bacteria	Terrabacteria group	COG0085	PRIMARY	1124	1860.3	1056	1	ADD28466.1	599.0
ASQ47592.1	GCA_002240055.1_ASM224005v1	Leptotrichia sp. oral taxon 498	Bacteria	Fusobacteria	COG0085	PRIMARY	1148	1967.1	1061	1	ASQ47592.1	597.5
AIC13425.1	GCA_000698825.1_ASM69882v1	Xylella fastidiosa MUL0034	Bacteria	Proteobacteria	COG0085	PRIMARY	1384	2066.9	1054	1	AIC13425.1	590.0
AKB12757.1	GCA_000969885.1_ASM96988v1	Methanosarcina thermophila TM-1	Archaea	Euryarchaeota	COG0085	SECO	531	315.1	429	1	1	1
AKB12758.1	GCA_000969885.1_ASM96988v1	Methanosarcina thermophila TM-1	Archaea	Euryarchaeota	COG0085	MAIN	604	672.0	1033	2	AKB12757.1;AKB12758.1	300.5;830.5
ADL19580.1	GCA_000144915.1_ASM14491v1	Acidilobus saccharovorans 345-15	Archaea	TACK group	COG0085	PRIMARY	1179	983.8	1043	1	ADL19580.1	598.5
SHG09969.1	GCA_900129315.1_IMG-taxon_2695420936_annotated_assembly	Aliifodinibius roseus	Bacteria	Balneolaeota	COG0085	PRIMARY	1276	1992.6	1051	1	SHG09969.1	589.5
ABO34533.1	GCA_000016125.1_ASM1612v1	Methanococcus maripaludis C5	Archaea	Euryarchaeota	COG0085	SECO	499	339.2	442	1	1	1
ABO34532.1	GCA_000016125.1_ASM1612v1	Methanococcus maripaludis C5	Archaea	Euryarchaeota	COG0085	MAIN	611	669.5	1041	2	ABO34533.1;ABO34532.1	299.0;832.5
OHA66426.1	GCA_001823185.1_ASM182318v1	Candidatus Wildermuthbacteria bacterium RIFCSPHIGHO2_01_FULL_50_47	Bacteria	unclassified Bacteria	COG0085	PRIMARY	1081	1810.1	1054	1	OHA66426.1	597.0
SDW27542.1	GCA_900106715.1_IMG-taxon_2693429892_annotated_assembly	Haloarcula vallismortis	Archaea	Euryarchaeota	COG0085	SECO	521	290.7	438	1	1	1
SDW27507.1	GCA_900106715.1_IMG-taxon_2693429892_annotated_assembly	Haloarcula vallismortis	Archaea	Euryarchaeota	COG0085	MAIN	608	665.1	1042	2	SDW27542.1;SDW27507.1	296.0;817.5
ACM21973.1	GCA_000022265.1_ASM2226v1	Geobacter daltonii FRC-32	Bacteria	Proteobacteria	COG0085	PRIMARY	1370	2178.1	1052	1	ACM21973.1	594.0
OGJ46635.1	GCA_001788725.1_ASM178872v1	Candidatus Peregrinibacteria bacterium RIFOXYA12_FULL_33_12	Bacteria	unclassified Bacteria	COG0085	PRIMARY	1276	1758.1	1195	1	OGJ46635.1	641.5
OYR48798.1	GCA_002252925.1_ASM225292v1	Halorubrum sp. Ea8	Archaea	Euryarchaeota	COG0085	MAIN	609	642.8	1043	2	OYR48797.1;OYR48798.1	295.5;817.5
OYR48797.1	GCA_002252925.1_ASM225292v1	Halorubrum sp. Ea8	Archaea	Euryarchaeota	COG0085	SECO	521	297.5	439	1	1	1
AGT42944.1	GCA_000447675.1_ASM44767v1	Treponema pedis str. T A4	Bacteria	Spirochaetes	COG0085	PRIMARY	1187	1920.8	1069	1	AGT42944.1	598.5
ACM06200.1	GCA_000021685.1_ASM2168v1	Thermomicrobium roseum DSM 5159	Bacteria	Terrabacteria group	COG0085	PRIMARY	1162	2116.9	1065	1	ACM06200.1	598.5
KON30477.1	GCA_001273415.1_ASM127341v1	miscellaneous Crenarchaeota group-15 archaeon DG-45	Archaea	TACK group	COG0085	PRIMARY	1108	958.2	1047	1	KON30477.1	595.5
SNQ61763.1	GCA_900196725.1_MNV_PRJEB20370_wgs	Candidatus Methanoperedens nitroreducens	Archaea	Euryarchaeota	COG0085	SECO	530	324.2	440	1	1	1
SNQ61764.1	GCA_900196725.1_MNV_PRJEB20370_wgs	Candidatus Methanoperedens nitroreducens	Archaea	Euryarchaeota	COG0085	MAIN	604	667.4	1040	2	SNQ61763.1;SNQ61764.1	299.0;817.0
AJVJ01000037.1_229	GCA_000328925.1_NAR	Nitrosopumilus sp. AR	Archaea	TACK group	COG0085	PRIMARY	1116	971.3	1047	1	AJVJ01000037.1_229	594.5
HG315690.1_1053	GCA_000455345.1_Halgo	Halopiger goleimassiliensis	Archaea	Euryarchaeota	COG0085	NEXT	609	659.1	603	1	1	1
HG315690.1_1432	GCA_000455345.1_Halgo	Halopiger goleimassiliensis	Archaea	Euryarchaeota	COG0085	MAIN	610	670.1	1047	2	HG315690.1_1433;HG315690.1_1432	293.5;817.5
HG315690.1_1433	GCA_000455345.1_Halgo	Halopiger goleimassiliensis	Archaea	Euryarchaeota	COG0085	SECO	524	301.6	443	1	1	1
DFEV01000019.1_15	GCA_002369095.1_ASM236909v1	Elusimicrobia bacterium UBA3793	Bacteria	Elusimicrobia	COG0085	PRIMARY	1258	1890.8	1053	1	DFEV01000019.1_15	594.5
AHJQ01000001.1_2069	GCA_000245215.2_ASM24521v2	Sulfolobus islandicus M.16.40	Archaea	TACK group	COG0085	PRIMARY	1129	1072.9	1050	1	AHJQ01000001.1_2069	595.0
SNZ31420.1	GCA_900205895.1_EH1	[Eubacterium] hallii	Bacteria	Terrabacteria group	COG0085	PRIMARY	1287	2132.2	1102	1	SNZ31420.1	602.0
ABC57750.1	GCA_000012545.1_ASM1254v1	Methanosphaera stadtmanae DSM 3091	Archaea	Euryarchaeota	COG0085	MAIN	603	680.7	1048	2	ABC57751.1;ABC57750.1	297.0;818.0
ABC57751.1	GCA_000012545.1_ASM1254v1	Methanosphaera stadtmanae DSM 3091	Archaea	Euryarchaeota	COG0085	SECO	502	321.4	450	1	1	1
KFM17203.1	GCA_000746765.1_ASM74676v1	Marine Group I thaumarchaeote SCGC AAA799-D11	Archaea	TACK group	COG0085	PRIMARY	1115	970.7	1049	1	KFM17203.1	593.5
DJZR01000125.1_3	GCA_002450535.1_ASM245053v1	Candidatus Marinimicrobia bacterium UBA6947	Bacteria	FCB group	COG0085	SECO	414	290.0	232	1	1	1
DJZR01000125.1_2	GCA_002450535.1_ASM245053v1	Candidatus Marinimicrobia bacterium UBA6947	Bacteria	FCB group	COG0085	MAIN	946	1623.0	1048	2	DJZR01000125.1_3;DJZR01000125.1_2	183.0;710.5
BCNY01000015.1_652	GCA_001602375.1_ASM160237v1	Methanoculleus horonobensis	Archaea	Euryarchaeota	COG0085	SECO	514	291.2	437	1	1	1
BCNY01000015.1_653	GCA_001602375.1_ASM160237v1	Methanoculleus horonobensis	Archaea	Euryarchaeota	COG0085	MAIN	605	660.5	1036	2	BCNY01000015.1_652;BCNY01000015.1_653	301.5;839.5
ELZ22437.1	GCA_000337455.1_ASM33745v1	Halosimplex carlsbadense 2-9-1	Archaea	Euryarchaeota	COG0085	SECO	521	301.8	441	1	1	1
ELZ22436.1	GCA_000337455.1_ASM33745v1	Halosimplex carlsbadense 2-9-1	Archaea	Euryarchaeota	COG0085	MAIN	609	663.6	1045	2	ELZ22437.1;ELZ22436.1	294.5;817.5
SNU78560.1	GCA_900187305.1_51470_F02	Neisseria zoodegmatis	Bacteria	Proteobacteria	COG0085	PRIMARY	1392	2098.9	1053	1	SNU78560.1	589.5
KKQ93940.1	GCA_000993275.1_ASM99327v1	candidate division CPR2 bacterium GW2011_GWC2_39_10	Bacteria	unclassified Bacteria	COG0085	PRIMARY	1181	1949.6	1113	1	KKQ93940.1	619.5
KKQ94668.1	GCA_000993275.1_ASM99327v1	candidate division CPR2 bacterium GW2011_GWC2_39_10	Bacteria	unclassified Bacteria	COG0085	NEXT	325	12.3	189	1	1	1
DADA01000083.1_71	GCA_002494895.1_ASM249489v1	Nitrososphaera sp. UBA210	Archaea	TACK group	COG0085	PRIMARY	447	252.4	415	1	DADA01000083.1_71	282.5
KKG14053.1	GCA_000979425.1_gtlEnvA5udCFS	Methanosarcina sp. 2.H.T.1A.3	Archaea	Euryarchaeota	COG0085	MAIN	604	656.6	1033	2	KKG14054.1;KKG14053.1	300.5;830.5
KKG14054.1	GCA_000979425.1_gtlEnvA5udCFS	Methanosarcina sp. 2.H.T.1A.3	Archaea	Euryarchaeota	COG0085	SECO	531	309.1	429	1	1	1
ADI36686.1	GCA_000006175.2_ASM617v2	Methanococcus voltae A3	Archaea	Euryarchaeota	COG0085	NEXT	604	324.2	1131	1	1	1
ADI36685.1	GCA_000006175.2_ASM617v2	Methanococcus voltae A3	Archaea	Euryarchaeota	COG0085	PRIMARY	611	667.1	570	1	ADI36685.1	834.0
ACU78928.1	GCA_000023685.1_ASM2368v1	Mycoplasma mycoides subsp. capri str. GM12	Bacteria	Terrabacteria group	COG0085	PRIMARY	1291	1893.3	1084	1	ACU78928.1	605.0
CQH46649.1	GCA_001488575.1_Halobacterium_hubeiense_JI20-1	Halobacterium hubeiense	Archaea	Euryarchaeota	COG0085	MAIN	608	663.1	1040	2	CQH46635.1;CQH46649.1	297.0;817.0
CQH46635.1	GCA_001488575.1_Halobacterium_hubeiense_JI20-1	Halobacterium hubeiense	Archaea	Euryarchaeota	COG0085	SECO	520	298.0	436	1	1	1
OHA47685.1	GCA_001822835.1_ASM182283v1	Candidatus Terrybacteria bacterium RIFCSPHIGHO2_01_FULL_48_17	Bacteria	unclassified Bacteria	COG0085	PRIMARY	1073	1761.1	1042	1	OHA47685.1	596.0
OGB77666.1	GCA_001771185.1_ASM177118v1	candidate division Kazan bacterium RIFCSPHIGHO2_01_FULL_44_14	Bacteria	unclassified Bacteria	COG0085	PRIMARY	1148	1831.0	1054	1	OGB77666.1	592.0
ARM30211.1	GCA_002113825.1_ASM211382v1	Prosthecochloris sp. HL-130-GSB	Bacteria	FCB group	COG0085	PRIMARY	1301	1971.4	1047	1	ARM30211.1	593.5
DJGX01000045.1_13	GCA_002432865.1_ASM243286v1	Cloacimonetes bacterium UBA5835	Bacteria	FCB group	COG0085	PRIMARY	1260	1876.8	1052	1	DJGX01000045.1_13	594.0
ACR80520.1	GCA_000023325.1_ASM2332v1	Kosmotoga olearia TBF 19.5.1	Bacteria	Thermotogae	COG0085	PRIMARY	1173	1873.5	1062	1	ACR80520.1	595.0
ADN36489.1	GCA_000147875.1_ASM14787v1	Methanolacinia petrolearia DSM 11571	Archaea	Euryarchaeota	COG0085	MAIN	609	666.8	1042	2	ADN36490.1;ADN36489.1	298.0;845.5
ADN36490.1	GCA_000147875.1_ASM14787v1	Methanolacinia petrolearia DSM 11571	Archaea	Euryarchaeota	COG0085	SECO	519	285.6	440	1	1	1
CUT07976.1	GCA_001536125.1_JGI_assembly	Candidatus Kryptonium thompsoni	Bacteria	FCB group	COG0085	PRIMARY	1260	2058.8	1050	1	CUT07976.1	590.0
ADN08367.1	GCA_000147355.1_ASM14735v1	Sulfurimonas autotrophica DSM 16294	Bacteria	Proteobacteria	COG0085	PRIMARY	1381	1999.8	1059	1	ADN08367.1	590.5
ATXS01000009.1_30	GCA_000421805.1_ASM42180v1	Halorubrum ezzemoulense DSM 17463	Archaea	Euryarchaeota	COG0085	SECO	522	296.8	439	1	1	1
ATXS01000009.1_31	GCA_000421805.1_ASM42180v1	Halorubrum ezzemoulense DSM 17463	Archaea	Euryarchaeota	COG0085	MAIN	610	640.9	1043	2	ATXS01000009.1_30;ATXS01000009.1_31	295.5;817.0
PBO85241.1	GCA_002317795.1_ASM231779v1	Thaumarchaeota archaeon	Archaea	TACK group	COG0085	PRIMARY	1115	965.9	1047	1	PBO85241.1	594.5
KJE49438.1	GCA_000949015.1_ASM94901v1	Acidiplasma sp. MBA-1	Archaea	Euryarchaeota	COG0085	PRIMARY	1196	1009.6	1039	1	KJE49438.1	599.5
AHE62713.1	GCA_000512145.2_ASM51214v2	Borrelia parkeri HR1	Bacteria	Spirochaetes	COG0085	PRIMARY	1155	1928.4	1058	1	AHE62713.1	602.0
ADL22448.1	GCA_000144955.1_ASM14495v1	Staphylococcus aureus subsp. aureus JKD6159	Bacteria	Terrabacteria group	COG0085	PRIMARY	1183	2186.8	1077	1	ADL22448.1	599.5
ACV69356.1	GCA_000024325.1_ASM2432v1	Desulfohalobium retbaense DSM 5692	Bacteria	Proteobacteria	COG0085	PRIMARY	1363	2079.2	1052	1	ACV69356.1	595.0
AHD12591.1	GCA_000511325.1_ASM51132v1	Pseudomonas sp. FGI182	Bacteria	Proteobacteria	COG0085	PRIMARY	1357	2128.4	1054	1	AHD12591.1	590.0
OGC80852.1	GCA_001773385.1_ASM177338v1	candidate division WWE3 bacterium RIFOXYD1_FULL_43_17	Bacteria	unclassified Bacteria	COG0085	PRIMARY	1100	1575.2	1063	1	OGC80852.1	600.5
ALQ34935.1	GCA_001455085.1_ASM145508v1	Fusobacterium hwasookii ChDC F206	Bacteria	Fusobacteria	COG0085	PRIMARY	1184	1975.1	1067	1	ALQ34935.1	600.5
AJC71066.1	GCA_000816105.1_ASM81610v1	Thermococcus guaymasensis DSM 11113	Archaea	Euryarchaeota	COG0085	PRIMARY	1122	1082.2	1042	1	AJC71066.1	598.0
OYX37026.1	GCA_002280525.1_ASM228052v1	Candidatus Saccharibacteria bacterium 32-50-10	Bacteria	unclassified Bacteria	COG0085	PRIMARY	1120	1789.3	1080	1	OYX37026.1	607.0
KHO49284.1	GCA_000805935.1_ASM80593v1	archaeon GW2011_AR9	Archaea	unclassified Archaea	COG0085	MAIN	600	520.7	1044	2	KHO49285.1;KHO49284.1	297.5;818.0
KHO49285.1	GCA_000805935.1_ASM80593v1	archaeon GW2011_AR9	Archaea	unclassified Archaea	COG0085	SECO	492	269.6	445	1	1	1
AKS23260.1	GCA_001186405.1_ASM118640v1	Leptospirillum sp. Group II 'CF-1'	Bacteria	Nitrospirae	COG0085	PRIMARY	1660	2065.0	1055	1	AKS23260.1	591.5
ASD25229.1	GCA_002205535.1_ASM220553v1	Ureaplasma parvum	Bacteria	Terrabacteria group	COG0085	PRIMARY	1434	1658.5	1080	1	ASD25229.1	598.0
AQT69859.1	GCA_002007645.1_ASM200764v1	Phycisphaerae bacterium ST-NAGAB-D1	Bacteria	PVC group	COG0085	PRIMARY	1252	1783.7	1049	1	AQT69859.1	594.5
KPJ51339.1	GCA_001304335.1_ASM130433v1	candidate division TA06 bacterium DG_26	Bacteria	unclassified Bacteria	COG0085	PRIMARY	1231	1973.1	1049	1	KPJ51339.1	593.5
DACQ01000008.1_194	GCA_002494745.1_ASM249474v1	Methanosaetaceae archaeon UBA116	Archaea	Euryarchaeota	COG0085	SECO	496	320.9	434	1	1	1
DACQ01000008.1_195	GCA_002494745.1_ASM249474v1	Methanosaetaceae archaeon UBA116	Archaea	Euryarchaeota	COG0085	MAIN	613	669.0	1038	2	DACQ01000008.1_194;DACQ01000008.1_195	298.0;830.5
AAF93501.1	GCA_000006745.1_ASM674v1	Vibrio cholerae O1 biovar El Tor str. N16961	Bacteria	Proteobacteria	COG0085	PRIMARY	1375	2123.0	1060	1	AAF93501.1	588.0
ACM22391.1	GCA_000018945.1_ASM1894v1	Thermotoga neapolitana DSM 4359	Bacteria	Thermotogae	COG0085	PRIMARY	1267	1847.9	1069	1	ACM22391.1	592.5
AAT75956.1	GCA_000008305.1_ASM830v1	Mesoplasma florum L1	Bacteria	Terrabacteria group	COG0085	PRIMARY	1284	1858.8	1108	1	AAT75956.1	617.0
ABN69903.1	GCA_000015945.1_ASM1594v1	Staphylothermus marinus F1	Archaea	TACK group	COG0085	PRIMARY	1156	1071.8	1048	1	ABN69903.1	596.0
ACC98977.1	GCA_000020145.1_ASM2014v1	Elusimicrobium minutum Pei191	Bacteria	Elusimicrobia	COG0085	PRIMARY	1270	1891.4	1060	1	ACC98977.1	599.0
AKB71911.1	GCA_000970245.1_ASM97024v1	Methanosarcina mazei C16	Archaea	Euryarchaeota	COG0085	MAIN	604	667.9	1033	2	AKB71912.1;AKB71911.1	300.5;830.5
AKB71912.1	GCA_000970245.1_ASM97024v1	Methanosarcina mazei C16	Archaea	Euryarchaeota	COG0085	SECO	531	307.1	429	1	1	1
OPF23782.1	GCA_002025255.1_ASM202525v1	Halolamina sp. CBA1230	Archaea	Euryarchaeota	COG0085	SECO	522	294.6	440	1	1	1
OPF23783.1	GCA_002025255.1_ASM202525v1	Halolamina sp. CBA1230	Archaea	Euryarchaeota	COG0085	MAIN	610	667.5	1044	2	OPF23782.1;OPF23783.1	295.0;817.5
OGD26074.1	GCA_001775755.1_ASM177575v1	Candidatus Aminicenantes bacterium RBG_19FT_COMBO_65_30	Bacteria	unclassified Bacteria	COG0085	PRIMARY	1427	1975.5	1057	1	OGD26074.1	593.5
DACD01000002.1_85	GCA_002494605.1_ASM249460v1	Euryarchaeota archaeon UBA553	Archaea	Euryarchaeota	COG0085	PRIMARY	1220	885.9	1039	1	DACD01000002.1_85	600.5
CEMZ01000001.1_27	GCA_900004275.1_ASM90000427v1	Halobacterium hubeiense	Archaea	Euryarchaeota	COG0085	SECO	521	298.0	436	1	1	1
CEMZ01000001.1_28	GCA_900004275.1_ASM90000427v1	Halobacterium hubeiense	Archaea	Euryarchaeota	COG0085	MAIN	609	663.5	1040	2	CEMZ01000001.1_27;CEMZ01000001.1_28	297.0;817.0
ALJ90186.1	GCA_001399775.1_ASM139977v1	Thermus aquaticus Y51MC23	Bacteria	Terrabacteria group	COG0085	PRIMARY	1119	1829.9	1058	1	ALJ90186.1	599.0
KUK28938.1	GCA_001508175.1_ASM150817v1	Thermococcus sp. 40_45	Archaea	Euryarchaeota	COG0085	PRIMARY	1118	1059.3	1042	1	KUK28938.1	598.0
MTMJ01000041.1_16	GCA_002010045.1_ASM201004v1	Archaeoglobus sp. JdFR-22	Archaea	Euryarchaeota	COG0085	SECO	492	328.2	440	1	1	1
MTMJ01000041.1_17	GCA_002010045.1_ASM201004v1	Archaeoglobus sp. JdFR-22	Archaea	Euryarchaeota	COG0085	MAIN	612	689.6	1039	2	MTMJ01000041.1_16;MTMJ01000041.1_17	300.0;817.5
AAZ53980.1	GCA_000008225.1_ASM822v1	Mycoplasma hyopneumoniae 7448	Bacteria	Terrabacteria group	COG0085	PRIMARY	1220	1657.9	1067	1	AAZ53980.1	596.5
AGI86361.1	GCA_000300255.2_ASM30025v2	Candidatus Methanomethylophilus alvus Mx1201	Archaea	Euryarchaeota	COG0085	PRIMARY	1219	965.4	1038	1	AGI86361.1	600.0
KB913017.1_1826	GCA_000383975.1_ASM38397v1	Natronorubrum tibetense GA33	Archaea	Euryarchaeota	COG0085	MAIN	610	661.9	1053	2	KB913017.1_1825;KB913017.1_1826	290.5;817.5
KB913017.1_1825	GCA_000383975.1_ASM38397v1	Natronorubrum tibetense GA33	Archaea	Euryarchaeota	COG0085	SECO	525	300.2	449	1	1	1
BAJ63032.1	GCA_000199675.1_ASM19967v1	Anaerolinea thermophila UNI-1	Bacteria	Terrabacteria group	COG0085	PRIMARY	1314	1904.2	1062	1	BAJ63032.1	598.0
BAK49539.1	GCA_000270265.1_ASM27026v1	Synechocystis sp. PCC 6803	Bacteria	Terrabacteria group	COG0085	PRIMARY	1102	2010.3	1055	1	BAK49539.1	607.5
ACJ15702.1	GCA_000018365.1_ASM1836v1	Thermococcus onnurineus NA1	Archaea	Euryarchaeota	COG0085	PRIMARY	1120	1087.9	1037	1	ACJ15702.1	597.5
AFK23012.1	GCA_000263735.1_ASM26373v1	Pyrococcus sp. ST04	Archaea	Euryarchaeota	COG0085	PRIMARY	1117	1089.5	1041	1	AFK23012.1	597.5
OYT62315.1	GCA_002255135.1_ASM225513v1	Methanosarcinales archaeon ex4484_138	Archaea	Euryarchaeota	COG0085	SECO	267	177.1	217	1	1	1
OYT62316.1	GCA_002255135.1_ASM225513v1	Methanosarcinales archaeon ex4484_138	Archaea	Euryarchaeota	COG0085	MAIN	605	655.7	820	2	OYT62315.1;OYT62316.1	407.5;818.0
OVE83787.1	GCA_002177135.1_ASM217713v1	Natronolimnobius baerhuensis	Archaea	Euryarchaeota	COG0085	SECO	525	299.3	446	1	1	1
OVE83788.1	GCA_002177135.1_ASM217713v1	Natronolimnobius baerhuensis	Archaea	Euryarchaeota	COG0085	MAIN	609	661.2	1050	2	OVE83787.1;OVE83788.1	292.0;817.5
SEH75323.1	GCA_900097105.1_WK001	Akkermansia glycaniphila	Bacteria	PVC group	COG0085	PRIMARY	1327	1954.7	1058	1	SEH75323.1	595.0
ASPO01000017.1_1	GCA_000405885.1_ASM40588v1	Crenarchaeota archaeon SCGC AAA471-B23	Archaea	TACK group	COG0085	PRIMARY	988	873.6	927	1	ASPO01000017.1_1	656.5
AJD34456.1	GCA_000817045.1_ASM81704v1	Bifidobacterium animalis	Bacteria	Terrabacteria group	COG0085	PRIMARY	1186	2003.6	1078	1	AJD34456.1	591.0
EJN59449.1	GCA_000283335.1_162.HSB1.1	Halogranum salarium B-1	Archaea	Euryarchaeota	COG0085	MAIN	608	646.4	1050	2	EJN59448.1;EJN59449.1	292.0;817.5
EJN59448.1	GCA_000283335.1_162.HSB1.1	Halogranum salarium B-1	Archaea	Euryarchaeota	COG0085	SECO	521	298.9	446	1	1	1
DEAC01000031.1_27	GCA_002346595.1_ASM234659v1	Latescibacteria bacterium UBA2992	Bacteria	FCB group	COG0085	PRIMARY	634	962.0	562	1	DEAC01000031.1_27	348.0
DEAC01000056.1_2	GCA_002346595.1_ASM234659v1	Latescibacteria bacterium UBA2992	Bacteria	FCB group	COG0085	NEXT	473	801.8	347	1	1	1
DEAC01000056.1_1	GCA_002346595.1_ASM234659v1	Latescibacteria bacterium UBA2992	Bacteria	FCB group	COG0085	NEXT	273	251.7	136	1	1	1
ERJ12395.1	GCA_000215935.3_HLPCO_V2	Haloplasma contractile SSD-17B	Bacteria	unclassified Bacteria	COG0085	PRIMARY	1534	2109.9	1069	1	ERJ12395.1	597.5
SDK41995.1	GCA_900100335.1_IMG-taxon_2636416021_annotated_assembly	Natronorubrum texcoconense	Archaea	Euryarchaeota	COG0085	MAIN	609	662.0	1054	2	SDK41959.1;SDK41995.1	290.0;817.5
SDK41959.1	GCA_900100335.1_IMG-taxon_2636416021_annotated_assembly	Natronorubrum texcoconense	Archaea	Euryarchaeota	COG0085	SECO	524	300.4	450	1	1	1
AGG07670.1	GCA_000341695.1_ASM34169v1	Dehalococcoides mccartyi BTF08	Bacteria	Terrabacteria group	COG0085	PRIMARY	1273	2001.4	1094	1	AGG07670.1	612.0
CCC41655.1	GCA_000237865.1_ASM23786v1	Haloquadratum walsbyi C23	Archaea	Euryarchaeota	COG0085	SECO	525	295.9	447	1	1	1
CCC41654.1	GCA_000237865.1_ASM23786v1	Haloquadratum walsbyi C23	Archaea	Euryarchaeota	COG0085	MAIN	611	666.5	1051	2	CCC41655.1;CCC41654.1	291.5;817.0
ASD24489.1	GCA_002205515.1_ASM220551v1	Ureaplasma parvum	Bacteria	Terrabacteria group	COG0085	PRIMARY	1434	1658.5	1080	1	ASD24489.1	598.0
CUS86680.1	GCA_001536005.1_JGI_assembly	Candidatus Kryptonium thompsoni	Bacteria	FCB group	COG0085	PRIMARY	1260	2054.6	1050	1	CUS86680.1	590.0
OHA58277.1	GCA_001823065.1_ASM182306v1	Candidatus Vogelbacteria bacterium RIFOXYD1_FULL_44_32	Bacteria	unclassified Bacteria	COG0085	PRIMARY	1054	1724.2	1050	1	OHA58277.1	593.0
KHO45424.1	GCA_000806055.1_ASM80605v1	archaeon GW2011_AR1	Archaea	unclassified Archaea	COG0085	PRIMARY	1087	759.1	1043	1	KHO45424.1	597.5
AIY16218.2	GCA_000785495.1_ASM78549v1	Pimelobacter simplex	Bacteria	Terrabacteria group	COG0085	PRIMARY	1140	2045.7	1051	1	AIY16218.2	604.5
AII57743.1	GCA_000830925.1_ASM83092v1	Dehalococcoides mccartyi CG1	Bacteria	Terrabacteria group	COG0085	PRIMARY	1272	2001.7	1100	1	AII57743.1	615.0
AAP98014.1	GCA_000007205.1_ASM720v1	Chlamydophila pneumoniae TW-183	Bacteria	PVC group	COG0085	PRIMARY	1252	1995.3	1048	1	AAP98014.1	591.0
AFY60428.1	GCA_000316685.1_ASM31668v1	Synechococcus sp. PCC 6312	Bacteria	Terrabacteria group	COG0085	PRIMARY	1104	2007.0	1042	1	AFY60428.1	599.0
OGB73421.1	GCA_001771215.1_ASM177121v1	candidate division Kazan bacterium RIFCSPLOWO2_01_FULL_45_19	Bacteria	unclassified Bacteria	COG0085	PRIMARY	1148	1831.0	1054	1	OGB73421.1	592.0
BAGX02000025.1_19	GCA_000320505.2_ASM32050v2	Methanobrevibacter boviskoreani JH1	Archaea	Euryarchaeota	COG0085	PRIMARY	1118	1004.4	1044	1	BAGX02000025.1_19	597.0
OGC70528.1	GCA_001773375.1_ASM177337v1	candidate division WWE3 bacterium RIFOXYD1_FULL_40_11	Bacteria	unclassified Bacteria	COG0085	PRIMARY	1101	1538.2	1081	1	OGC70528.1	609.5
ACZ00961.1	GCA_000024565.1_ASM2456v1	Streptobacillus moniliformis DSM 12112	Bacteria	Fusobacteria	COG0085	PRIMARY	1152	1964.2	1060	1	ACZ00961.1	597.0
CUS78703.1	GCA_001536205.1_JGI_assembly	Candidatus Kryptonium thompsoni	Bacteria	FCB group	COG0085	PRIMARY	1260	2058.8	1050	1	CUS78703.1	590.0
BAH76607.1	GCA_000010665.1_ASM1066v1	Desulfovibrio magneticus RS-1	Bacteria	Proteobacteria	COG0085	PRIMARY	1369	2044.7	1055	1	BAH76607.1	595.5
ALG81400.1	GCA_001305655.1_ASM130565v1	Halanaeroarchaeum sulfurireducens	Archaea	Euryarchaeota	COG0085	SECO	520	295.7	438	1	1	1
ALG81401.1	GCA_001305655.1_ASM130565v1	Halanaeroarchaeum sulfurireducens	Archaea	Euryarchaeota	COG0085	MAIN	608	669.3	1042	2	ALG81400.1;ALG81401.1	296.0;817.5
ADC47667.1	GCA_000024185.1_ASM2418v1	Methanobrevibacter ruminantium M1	Archaea	Euryarchaeota	COG0085	SECO	520	317.4	450	1	1	1
ADC47666.1	GCA_000024185.1_ASM2418v1	Methanobrevibacter ruminantium M1	Archaea	Euryarchaeota	COG0085	MAIN	603	686.4	1047	2	ADC47667.1;ADC47666.1	297.0;817.5
AKV73222.1	GCA_001266655.1_ASM126665v1	Metallosphaera sedula	Archaea	TACK group	COG0085	PRIMARY	1124	1046.9	1044	1	AKV73222.1	601.0
ACD04867.1	GCA_000020225.1_ASM2022v1	Akkermansia muciniphila ATCC BAA-835	Bacteria	PVC group	COG0085	PRIMARY	1312	1991.3	1053	1	ACD04867.1	594.5
DHFL01000027.1_8	GCA_002400355.1_ASM240035v1	Elusimicrobia bacterium UBA4825	Bacteria	Elusimicrobia	COG0085	PRIMARY	1226	1948.8	1049	1	DHFL01000027.1_8	592.5
ADV65660.1	GCA_000186365.1_ASM18636v1	Desulfurococcus mucosus DSM 2162	Archaea	TACK group	COG0085	PRIMARY	1165	1056.5	1043	1	ADV65660.1	597.5
ASA77107.1	GCA_002197185.1_ASM219718v1	Thermococcus sp. 5-4	Archaea	Euryarchaeota	COG0085	PRIMARY	1122	1085.1	1037	1	ASA77107.1	597.5
