	domain	phylum	category	COG0085_score	PF09723.9	PF06677.11	PF04561.13	PF04565.15	PF12760.6	PF01551.21	PF07697.10	PF13240.5	PF02132.14	PF14319.5	PF02318.15	PF11181.7	PF07295.10	PF12773.6	TIGR03831	PF07282.10	TIGR04165	PF10080.8	PF08792.9	PF08772.10	TIGR02605	TIGR02386	TIGR02384	PF04563.14	TIGR02388	PF04560.19	PF09297.10	TIGR02013	qlen	PF13597.5	PF00364.21	TIGR03670	PF14803.5	PF03604.12	PF04567.16	PF00562.27	PF08271.11	PF06883.11	PF10385.8	PF13375.5	PF04566.12	PF13248.5	PF13533.5
ACA89499.1	Bacteria	Proteobacteria	BH	2076.1	0	0	85.5	110.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.6	0	124.7	24.2	90.5	0	1831.5	1368	0	0	237.7	0	0	0	525.4	0	0	86.6	12.3	0	0	0
ACB08269.1	Archaea	TACK group	BH	874.9	12.1	15.9	105.5	77.5	0	0	0	0	0	15.8	11.9	0	0	0	0	0	0	0	14.9	0	11.1	0	0	137.7	0	77.1	0	353.5	1121	0	0	786.6	0	0	29.7	395.0	18.6	0	15.4	0	53.1	0	0
ACB08833.1	Bacteria	Thermotogae	BH	1846	0	0	33.0	100.4	0	12.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83.6	0	90.7	0	1435.7	1263	0	0	235.6	0	0	0	510.0	0	0	84.0	0	0	0	0
ACB43370.1	Bacteria	Proteobacteria	BH	2046.7	0	0	84.9	107.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.7	0	129.5	24.9	93.2	0	1811.7	1366	0	0	228.6	0	0	0	528.9	0	0	85.3	12.0	0	0	0
ACB62769.1	Bacteria	Proteobacteria	BH	2077.9	0	0	85.9	110.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.2	0	124.9	25.0	90.8	0	1832.6	1368	0	0	236.5	0	0	0	525.4	0	0	86.7	12.3	0	0	0
ACB73523.1	Bacteria	PVC group	BH	2030.2	0	0	102.9	109.4	0	13.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94.1	0	90.7	0	1783.3	1259	0	5.5	269.5	0	0	0	528.2	0	0	82.5	14.5	0	0	13.0
ACC72020.1	Bacteria	Proteobacteria	BH	2075.4	0	0	82.4	110.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.4	0	121.2	19.2	90.5	0	1827.1	1368	0	0	237.1	0	0	0	524.1	0	0	86.2	0	0	0	0
ACC98977.1	Bacteria	Elusimicrobia	BH	1891.4	0	0	55.2	104.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79.8	0	82.8	0	1618.9	1270	0	0	239.8	0	0	0	491.7	0	0	90.6	0	0	0	0
ACD04867.1	Bacteria	PVC group	BH	1991.3	0	0	99.1	107.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90.0	0	90.2	0	1742.0	1312	0	0	258.0	0	0	0	513.7	0	0	97.0	0	0	0	0
ACD18042.1	Bacteria	Proteobacteria	BH	2066.8	0	0	83.0	110.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.8	0	121.6	23.4	90.7	0	1822.9	1368	0	0	240.7	0	0	0	525.1	0	0	83.7	0	0	0	0
ACD28436.1	Bacteria	Proteobacteria	BH	2077.1	0	0	85.0	109.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.9	0	123.9	24.2	93.5	0	1822.7	1368	0	0	229.0	0	0	0	531.3	0	0	84.3	12.2	0	0	0
ACD65943.1	Bacteria	Aquificae	BH	1890	0	0	35.3	106.2	0	11.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56.6	0	88.7	0	1586.6	1488	0	0	264.5	0	11.2	0	533.0	0	0	95.5	0	0	0	0
ACD70667.1	Bacteria	Spirochaetes	BH	1927.2	0	0	93.8	103.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84.5	0	86.9	0	1816.4	1178	0	0	281.1	0	0	0	519.6	0	0	63.3	0	0	0	0
ACD82859.1	Bacteria	PVC group	BH	2014.8	0	0	88.8	103.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77.1	0	88.3	0	1750.7	1289	0	0	290.3	0	0	0	541.4	0	0	85.9	0	0	0	10.1
ACD89295.1	Bacteria	FCB group	BH	1960.7	0	0	83.6	103.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96.9	0	90.3	0	1877.2	1312	0	0	266.6	0	0	0	529.2	0	0	66.6	0	0	0	0
ACE03288.1	Bacteria	FCB group	BH	1981.6	0	0	94.1	103.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97.2	0	89.4	0	1887.1	1302	0	0	269.9	0	0	0	542.9	0	0	65.0	0	0	0	0
ACF12275.1	Bacteria	FCB group	BH	1959.3	0	0	88.2	103.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97.3	0	90.5	0	1922.6	1301	0	0	266.1	0	0	0	530.6	0	0	58.8	0	0	0	0
ACF13642.1	Bacteria	FCB group	BH	1973.8	0	0	88.6	99.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87.5	0	89.7	0	1852.2	1295	0	0	270.8	0	0	0	540.0	0	0	64.5	0	0	0	13.0
ACF31022.1	Bacteria	Proteobacteria	BH	2100	0	0	75.4	107.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123.2	0	94.3	0	1823.4	1392	0	0	239.0	0	0	0	526.5	0	0	87.8	0	0	0	0
ACF44684.1	Bacteria	FCB group	NH	9.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70.2	0	0	0	0	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACF44838.1	Bacteria	FCB group	BH	1949.1	0	0	82.5	103.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92.1	0	92.5	0	1867.7	1303	0	0	266.4	0	0	0	530.5	0	0	61.0	0	0	0	0
ACF45345.1	Bacteria	FCB group	BH	1968.9	0	0	85.6	103.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96.2	0	90.1	0	1881.5	1301	0	0	272.4	0	0	0	530.6	0	0	69.1	0	0	0	0
ACG56948.1	Bacteria	Aquificae	BH	1822.9	0	0	48.0	97.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69.2	0	89.5	0	1536.2	1470	0	0	259.0	0	0	0	523.8	0	0	72.0	0	0	0	0
ACG57944.1	Bacteria	Aquificae	NH	9.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	212	0	0	0	0	0	0	0	0	0	14.6	0	0	0	0
ACH82744.1	Bacteria	Proteobacteria	BH	2125.4	0	0	82.1	108.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140.5	17.2	92.8	0	1891.9	1362	0	0	253.1	0	0	0	542.2	0	0	86.0	0	0	0	0
ACI18349.1	Bacteria	Dictyoglomi	BH	1912.5	0	0	95.0	104.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86.2	0	88.5	0	1568.2	1070	0	0	278.4	0	0	0	559.2	0	0	68.1	12.9	0	0	10.3
ACI21929.1	Bacteria	Nitrospirae	BH	2151.2	0	0	128.3	110.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.4	0	107.2	0	89.5	0	1887.2	1312	0	0	282.8	0	0	0	564.5	0	0	83.8	0	0	0	0
ACJ15702.1	Archaea	Euryarchaeota	BH	1087.9	0	13.3	138.1	105.8	0	0	0	0	0	12.3	0	0	0	0	11.4	0	12.3	0	0	15.6	0	0	0	186.1	0	105.3	0	345.6	1120	0	0	1050.8	0	0	35.7	444.5	10.8	0	0	0	70.7	0	0
ACJ75790.1	Bacteria	Thermotogae	BH	1856.1	0	0	54.7	102.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76.9	0	90.6	0	1484.2	1172	0	0	250.1	0	0	0	508.3	0	0	74.7	0	0	0	0
ACK42254.1	Bacteria	Dictyoglomi	BH	1903.4	0	0	92.9	105.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86.1	0	88.5	0	1559.8	1070	0	0	279.4	0	0	0	560.0	0	0	68.2	13.3	0	0	9.9
ACK79513.1	Bacteria	Proteobacteria	BH	2125.4	0	0	82.1	108.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140.5	17.2	92.8	0	1891.9	1362	0	0	253.1	0	0	0	542.2	0	0	86.0	0	0	0	0
ACL03618.1	Bacteria	Proteobacteria	BH	2091.9	0	0	90.1	106.4	0	13.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.7	0	105.9	0	87.8	0	1857.3	1364	0	0	260.5	0	0	0	553.8	0	0	77.6	0	0	0	12.7
ACL11701.1	Archaea	TACK group	BH	1046.3	0	0	84.1	92.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	157.9	0	98.2	0	329.6	1149	0	0	994.7	0	0	38.3	437.6	0	0	0	0	79.1	0	0
ACL17458.1	Archaea	Euryarchaeota	BH	962.5	0	12.0	57.8	91.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	168.3	0	105.6	0	336.7	1107	0	0	991.0	0	0	33.7	432.8	6.8	0	0	0	66.0	0	0
ACL49535.1	Bacteria	Proteobacteria	BH	2095.3	0	0	99.4	101.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.6	0	114.8	12.8	88.4	0	1804.0	1378	0	0	256.5	0	0	0	536.1	0	0	66.0	0	0	0	0
ACM06200.1	Bacteria	Terrabacteria group	BH	2116.9	0	0	115.3	109.7	0	15.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75.0	0	95.4	0	1697.5	1162	0	0	293.1	0	0	0	563.2	0	0	81.6	0	0	0	0
ACM21973.1	Bacteria	Proteobacteria	BH	2178.1	0	0	113.2	105.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.4	0	120.1	0	90.5	0	1911.2	1370	0	0	250.0	0	0	0	547.7	0	0	75.1	0	0	0	0
ACM22391.1	Bacteria	Thermotogae	BH	1847.9	0	0	32.2	100.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84.3	0	92.2	0	1440.3	1267	0	0	234.7	0	0	0	506.3	0	0	82.7	0	0	0	0
ACM52372.1	Bacteria	Terrabacteria group	BH	2113.2	0	0	96.6	99.7	0	19.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.4	0	94.1	0	93.5	0	1702.2	1227	0	0	281.6	0	0	0	563.5	0	0	78.2	0	0	0	14.2
ACM55712.1	Archaea	Euryarchaeota	BH	928.5	0	0	89.3	84.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	169.5	0	84.0	0	324.0	1130	0	0	994.5	0	0	35.6	422.6	0	0	0	0	75.9	0	0
ACM93318.1	Bacteria	Proteobacteria	BH	2011.1	0	0	115.1	106.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89.7	0	80.7	0	1742.1	1379	0	0	260.8	0	0	0	500.0	0	0	69.3	0	0	0	14.4
ACN99667.1	Bacteria	Aquificae	BH	1891.7	13.3	0	40.3	103.0	0	15.9	0	9.7	0	0	0	0	0	13.5	0	0	0	0	0	0	0	0	0	55.8	0	89.0	0	1596.5	1485	0	0	271.3	0	13.4	0	545.0	0	0	93.7	13.4	0	0	0
ACO03861.1	Bacteria	Aquificae	BH	1922.3	0	0	38.1	101.3	0	11.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68.3	0	86.8	0	1625.7	1491	0	0	270.9	0	0	0	551.6	0	0	98.3	0	0	0	0
ACO34290.1	Bacteria	Acidobacteria	BH	2120.7	0	0	95.6	107.9	0	0	0	9.6	0	0	0	0	0	15.4	0	0	0	0	0	0	0	19.2	0	102.7	0	92.2	0	1823.9	1496	0	0	246.1	4.9	0	0	553.9	0	0	72.1	17.7	0	0	0
ACO45444.1	Bacteria	Terrabacteria group	BH	1839.1	0	0	46.9	99.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115.3	0	91.6	0	1496.2	1151	0	0	262.2	0	0	0	514.4	0	0	96.9	13.1	0	0	0
ACP36015.1	Archaea	TACK group	BH	1069.5	0	0	141.2	88.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	188.9	0	104.4	0	336.2	1131	0	0	1007.2	0	0	42.5	418.6	0	0	13.1	0	70.8	0	0
ACP38655.1	Archaea	TACK group	BH	1073.2	0	0	141.2	88.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	188.9	0	104.4	0	336.1	1131	0	0	1013.9	0	0	42.5	425.8	0	0	13.1	0	70.8	0	0
ACP46243.1	Archaea	TACK group	BH	1069.2	0	0	141.2	88.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	188.9	0	104.4	0	334.4	1131	0	0	1010.6	0	0	42.5	423.2	0	0	13.1	0	70.8	0	0
ACP48042.1	Archaea	TACK group	BH	1069.2	0	0	141.2	88.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	188.9	0	104.4	0	334.4	1131	0	0	1010.6	0	0	42.5	423.2	0	0	13.1	0	70.8	0	0
ACP55859.1	Archaea	TACK group	BH	1073.2	0	0	141.2	88.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	188.9	0	104.4	0	336.1	1131	0	0	1013.9	0	0	42.5	425.8	0	0	13.1	0	70.8	0	0
ACR01940.1	Bacteria	Proteobacteria	BH	2102.2	0	0	68.4	107.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.2	0	137.9	26.7	94.9	0	1845.8	1377	0	0	246.9	0	0	0	539.1	0	0	86.2	0	0	0	0
ACR27451.1	Bacteria	Proteobacteria	BH	2076.5	0	0	84.4	105.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.2	0	121.9	22.8	90.9	0	1826.5	1369	0	0	236.6	0	0	0	529.3	0	0	83.8	12.1	0	0	0
ACR42521.1	Archaea	TACK group	BH	1073.2	0	0	141.2	88.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	188.9	0	104.4	0	336.1	1131	0	0	1013.9	0	0	42.5	425.8	0	0	13.1	0	70.8	0	0
ACR71319.1	Bacteria	Terrabacteria group	BH	2127.8	0	0	98.5	106.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88.6	18.7	95.8	0	1674.8	1325	0	0	252.0	0	0	0	537.5	0	0	75.9	0	0	0	6.9
ACR80520.1	Bacteria	Thermotogae	BH	1873.5	0	0	44.7	102.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85.5	0	90.2	0	1494.3	1173	0	0	250.4	0	0	0	508.3	0	0	76.4	0	0	0	0
ACS34428.1	Archaea	Euryarchaeota	BH	1092.1	0	18.4	137.8	103.4	0	0	0	0	11.4	12.2	0	0	0	0	14.4	10.7	14.3	0	0	14.8	0	0	0	185.7	0	108.1	0	343.1	1122	9.2	0	1057.5	0	0	37.1	442.1	13.8	0	0	0	73.0	0	0
ACS64237.1	Bacteria	Proteobacteria	BH	2079.7	0	0	85.2	109.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.1	0	123.8	24.3	93.5	0	1824.1	1368	0	0	232.2	0	0	0	534.3	0	0	84.3	0	0	0	0
ACS79242.1	Bacteria	Proteobacteria	BH	2045.7	0	0	98.1	102.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.8	0	111.2	0	89.4	0	1799.6	1366	0	0	244.8	0	0	0	521.5	0	0	65.8	0	0	0	0
ACS89454.1	Archaea	Euryarchaeota	BH	1059.3	0	12.8	119.8	103.7	0	0	0	0	0	0	0	0	0	0	15.0	0	0	0	0	15.0	11.9	0	0	177.1	0	106.4	0	336.1	1118	0	0	1048.9	0	0	34.3	439.6	9.8	0	0	0	74.3	0	0
ACT47248.1	Bacteria	Proteobacteria	BH	2084.5	0	0	80.4	108.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.6	0	140.5	18.2	93.8	0	1837.0	1390	0	0	229.4	0	0	0	533.2	0	0	85.9	12.7	0	0	0
ACT49543.1	Bacteria	Proteobacteria	BH	2086	0	0	73.5	107.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.6	0	141.7	19.3	93.8	0	1830.8	1390	0	0	226.6	0	0	0	530.0	0	0	91.1	0	0	0	0
ACU78928.1	Bacteria	Terrabacteria group	BH	1893.3	0	0	70.0	105.8	0	13.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58.9	0	89.0	0	1470.5	1291	0	0	274.7	0	0	0	503.4	0	0	72.5	0	0	0	0
ACU79759.1	Bacteria	Terrabacteria group	BH	1893.3	0	0	70.0	105.8	0	13.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58.9	0	89.0	0	1470.5	1291	0	0	274.7	0	0	0	503.4	0	0	72.5	0	0	0	0
ACU90857.1	Bacteria	Proteobacteria	BH	2047.6	0	0	88.9	98.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109.3	0	88.6	0	1780.5	1363	0	0	252.2	0	0	0	532.1	0	0	73.3	0	0	0	0
ACV10968.1	Archaea	Euryarchaeota	BH	960.9	0	9.7	97.4	84.9	0	0	0	0	0	0	0	0	0	0	0	13.2	0	0	0	14.1	0	0	0	166.0	0	104.2	10.1	326.3	1129	0	0	1012.3	0	0	33.3	429.2	0	0	0	0	72.5	0	0
ACV25072.1	Archaea	Euryarchaeota	BH	1026.7	0	0	89.6	88.0	0	0	0	0	9.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	185.5	0	96.3	0	340.6	1130	0	0	1059.3	0	0	48.3	441.9	0	0	17.3	0	80.2	0	0
ACV36759.1	Bacteria	Proteobacteria	BH	2093.1	0	0	74.7	109.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.5	0	128.7	23.6	93.4	0	1828.2	1427	0	0	251.6	0	0	0	542.3	0	0	78.2	0	0	0	0
ACV39757.1	Bacteria	Fusobacteria	BH	1970.9	0	0	75.2	102.9	0	13.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81.4	0	87.3	0	1760.3	1148	0	0	267.9	0	0	0	531.2	0	0	70.7	0	0	0	0
ACV46648.1	Archaea	Euryarchaeota	BH	950.9	0	10.0	90.0	85.5	0	0	0	0	0	0	0	0	0	11.8	0	15.7	0	0	0	12.7	0	0	0	166.4	0	103.7	8.5	327.4	1128	0	0	1016.8	0	0	35.9	422.2	0	0	0	0	74.4	0	0
ACV69356.1	Bacteria	Proteobacteria	BH	2079.2	0	0	97.2	104.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106.4	0	89.5	0	1823.1	1363	0	0	266.1	0	0	0	536.5	0	0	85.3	0	0	0	0
ACX73388.1	Archaea	Euryarchaeota	BH	1033.3	0	0	94.1	89.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	186.9	0	97.7	0	345.1	1138	0	0	1061.5	0	0	48.1	443.2	0	0	17.2	0	79.5	0	0
ACX74871.1	Bacteria	FCB group	BH	1891.3	0	0	73.5	105.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.7	0	88.7	0	88.9	0	1631.8	1429	0	0	245.7	0	0	0	506.8	0	0	56.8	0	0	0	0
ACX91442.1	Archaea	TACK group	BH	1072	0	0	140.3	88.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	188.9	0	104.6	0	339.9	1124	0	0	1014.1	0	0	42.6	427.8	0	0	12.1	0	70.5	0	0
ACY47999.1	Bacteria	FCB group	BH	2096.1	0	0	129.2	105.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102.0	0	90.7	0	1878.7	1279	0	0	280.4	0	0	12.1	549.4	0	0	100.0	0	0	0	11.0
ACZ00961.1	Bacteria	Fusobacteria	BH	1964.2	0	0	63.1	101.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82.7	0	90.2	0	1753.7	1152	0	0	279.3	0	0	0	534.8	0	0	71.5	0	0	0	0
ACZ09792.1	Bacteria	Fusobacteria	BH	1979.4	0	0	75.1	103.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83.4	0	89.3	0	1768.3	1148	0	0	282.0	0	0	0	534.4	0	0	68.5	0	0	0	0
ACZ11390.1	Bacteria	Proteobacteria	BH	2011.2	0	0	111.1	108.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78.6	0	87.2	0	1754.9	1385	0	0	234.6	0	0	0	488.1	0	0	70.4	0	0	0	0
ACZ19424.1	Bacteria	Synergistetes	BH	2027.6	0	0	110.7	105.1	0	14.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86.8	0	89.7	0	1694.3	1201	0	12.6	273.1	0	0	0	530.5	0	0	72.3	0	0	0	15.5
ACZ38465.1	Bacteria	Terrabacteria group	BH	2124.1	0	0	121.0	100.6	0	18.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.2	0	83.9	17.1	94.9	0	1717.6	1159	0	0	287.6	0	0	0	559.3	0	0	81.8	12.2	0	0	0
ACZ41625.1	Bacteria	Terrabacteria group	BH	2074.1	0	0	67.8	103.8	0	14.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.0	0	92.0	0	88.8	0	1650.0	1203	0	0	286.2	0	0	0	555.8	0	0	70.7	13.8	0	0	0
ACZ61695.1	Bacteria	Terrabacteria group	BH	1997.2	0	0	114.8	102.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70.7	0	91.3	0	1588.4	1272	0	0	256.8	0	0	0	563.8	0	0	75.7	0	0	0	0
ADA66345.1	Bacteria	Thermotogae	BH	1845.3	0	0	33.5	98.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83.6	0	90.7	0	1434.9	1263	0	0	236.5	0	0	0	510.2	0	0	83.6	0	0	0	0
ADB17220.1	Bacteria	PVC group	BH	1834.1	0	0	78.2	100.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83.7	0	84.8	0	1590.8	1240	0	0	277.0	0	0	0	516.1	0	0	64.6	0	0	0	0
ADB58038.1	Archaea	Euryarchaeota	BH	1032.4	0	0	108.2	93.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148.4	0	107.5	0	335.4	1114	0	0	1032.7	0	0	37.7	437.0	0	0	13.8	0	82.7	0	0
ADB59253.1	Archaea	Euryarchaeota	BH	960.1	0	10.7	92.3	78.2	0	0	0	0	0	0	0	0	0	0	0	15.2	0	0	0	11.8	0	0	0	168.9	0	103.9	0	325.6	1133	0	0	1016.3	0	0	36.9	426.0	0	0	0	0	73.3	0	0
ADB67058.1	Bacteria	Terrabacteria group	BH	2194.6	0	0	124.8	102.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97.4	0	96.3	0	1829.1	1184	0	0	299.8	0	0	0	544.5	0	0	91.7	0	0	0	0
ADB87785.1	Archaea	TACK group	BH	1070.5	0	0	141.2	88.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	188.9	0	104.4	0	335.4	1131	0	0	1008.6	0	0	38.9	424.2	0	0	0	0	70.8	0	0
ADC28097.1	Bacteria	Proteobacteria	BH	2008.5	0	0	97.9	105.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83.4	0	85.8	0	1749.8	1378	0	0	238.8	0	0	0	485.4	0	0	77.4	13.1	0	0	0
ADC47666.1	Archaea	Euryarchaeota	BH	1003.8	0	14.3	91.1	95.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	179.2	0	104.5	0	367.0	1123	0	0	1012.2	0	0	40.2	446.5	0	0	13.8	0	72.6	0	0
ADC49760.1	Bacteria	Terrabacteria group	BH	2215	0	0	138.6	107.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102.6	0	96.5	0	1846.7	1180	0	0	301.0	0	0	0	553.4	0	0	91.6	0	0	0	0
ADC64932.1	Archaea	Euryarchaeota	BH	1044.6	0	0	110.0	94.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	158.5	0	111.4	0	335.8	1095	0	0	1044.7	0	0	37.9	436.4	7.0	0	15.6	0	83.1	0	0
ADC70329.1	Archaea	Euryarchaeota	BH	1028	0	0	92.4	89.3	0	0	0	0	10.7	0	0	0	0	0	0	0	0	0	9.2	0	0	0	0	186.1	0	97.1	0	339.9	1128	0	0	1060.6	0	0	47.3	441.4	0	0	17.4	0	75.0	0	0
ADC73907.1	Bacteria	Terrabacteria group	BH	2001.5	0	0	114.5	102.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70.6	0	91.4	0	1589.3	1273	0	0	254.9	0	0	0	563.4	0	0	76.6	0	0	0	0
ADC89259.1	Bacteria	Aquificae	BH	1891.1	11.6	0	50.6	102.6	0	16.4	0	12.5	0	0	0	0	0	12.9	0	0	0	0	0	0	0	0	0	62.5	0	88.1	0	1578.7	1469	0	0	254.5	0	0	0	551.2	0	0	73.3	12.7	0	0	17.7
ADD05720.1	Archaea	Euryarchaeota	BH	955.7	0	0	89.3	82.4	0	0	0	0	0	0	0	0	0	0	0	13.1	0	0	0	0	0	0	0	168.8	0	101.0	0	329.1	1135	0	0	1011.9	0	0	34.6	421.8	0	0	0	0	72.8	0	0
ADD08900.1	Archaea	Euryarchaeota	BH	1016.6	10.9	5.8	109.0	88.7	12.3	0	0	6.2	0	0	0	0	7.6	0	0	12.6	0	0	12.1	0	0	0	0	122.1	0	88.4	0	334.1	1201	0	0	1003.1	0	5.7	53.5	440.9	10.9	0	0	0	74.5	5.7	0
ADD28466.1	Bacteria	Terrabacteria group	BH	1860.3	0	0	49.2	99.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124.6	0	92.9	0	1491.1	1124	0	0	263.0	0	0	0	513.9	0	0	89.2	0	0	0	12.8
ADD67165.1	Bacteria	Deferribacteres	BH	2088.5	0	0	115.4	106.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75.6	17.4	86.3	0	1836.1	1331	0	0	285.0	0	0	0	544.0	0	0	82.1	0	0	0	0
ADD72380.1	Bacteria	Spirochaetes	BH	1927.2	0	0	93.8	103.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84.5	0	86.9	0	1816.4	1178	0	0	281.1	0	0	0	519.6	0	0	63.3	0	0	0	0
ADE02778.1	Archaea	Euryarchaeota	BH	956.1	0	0	95.6	85.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	166.4	0	86.7	0	334.6	1130	0	0	1003.9	0	0	38.1	427.9	0	0	0	0	77.9	0	0
